Electoral wards and divisions Code,Electoral wards and divisions,Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Observation
E05013927,West Ham,6,"6. Caring, leisure and other service occupations",708
E05013927,West Ham,7,7. Sales and customer service occupations,601
E05013927,West Ham,8,"8. Process, plant and machine operatives",528
E05013927,West Ham,9,9. Elementary occupations,1402
E05013928,Alexandra (Kingston upon Thames),-8,Does not apply,3201
E05013928,Alexandra (Kingston upon Thames),1,"1. Managers, directors and senior officials",607
E05013928,Alexandra (Kingston upon Thames),2,2. Professional occupations,923
E05013928,Alexandra (Kingston upon Thames),3,3. Associate professional and technical occupations,446
E05013928,Alexandra (Kingston upon Thames),4,4. Administrative and secretarial occupations,293
E05013928,Alexandra (Kingston upon Thames),5,5. Skilled trades occupations,236
E05013928,Alexandra (Kingston upon Thames),6,"6. Caring, leisure and other service occupations",196
E05013928,Alexandra (Kingston upon Thames),7,7. Sales and customer service occupations,225
E05013928,Alexandra (Kingston upon Thames),8,"8. Process, plant and machine operatives",118
E05013928,Alexandra (Kingston upon Thames),9,9. Elementary occupations,166
E05013929,Berrylands,-8,Does not apply,2923
E05013929,Berrylands,1,"1. Managers, directors and senior officials",589
E05013929,Berrylands,2,2. Professional occupations,1051
E05013929,Berrylands,3,3. Associate professional and technical occupations,526
E05013929,Berrylands,4,4. Administrative and secretarial occupations,287
E05013929,Berrylands,5,5. Skilled trades occupations,157
E05013929,Berrylands,6,"6. Caring, leisure and other service occupations",187
E05013929,Berrylands,7,7. Sales and customer service occupations,133
E05013929,Berrylands,8,"8. Process, plant and machine operatives",98
E05013929,Berrylands,9,9. Elementary occupations,161
E05013930,Canbury Gardens,-8,Does not apply,4107
E05013930,Canbury Gardens,1,"1. Managers, directors and senior officials",931
E05013930,Canbury Gardens,2,2. Professional occupations,1446
E05013930,Canbury Gardens,3,3. Associate professional and technical occupations,729
E05013930,Canbury Gardens,4,4. Administrative and secretarial occupations,277
E05013930,Canbury Gardens,5,5. Skilled trades occupations,151
E05013930,Canbury Gardens,6,"6. Caring, leisure and other service occupations",212
E05013930,Canbury Gardens,7,7. Sales and customer service occupations,195
E05013930,Canbury Gardens,8,"8. Process, plant and machine operatives",62
E05013930,Canbury Gardens,9,9. Elementary occupations,152
E05013931,Chessington South & Malden Rushett,-8,Does not apply,4470
E05013931,Chessington South & Malden Rushett,1,"1. Managers, directors and senior officials",667
E05013931,Chessington South & Malden Rushett,2,2. Professional occupations,939
E05013931,Chessington South & Malden Rushett,3,3. Associate professional and technical occupations,744
E05013931,Chessington South & Malden Rushett,4,4. Administrative and secretarial occupations,580
E05013931,Chessington South & Malden Rushett,5,5. Skilled trades occupations,587
E05013931,Chessington South & Malden Rushett,6,"6. Caring, leisure and other service occupations",523
E05013931,Chessington South & Malden Rushett,7,7. Sales and customer service occupations,339
E05013931,Chessington South & Malden Rushett,8,"8. Process, plant and machine operatives",250
E05013931,Chessington South & Malden Rushett,9,9. Elementary occupations,389
E05013932,Coombe Hill,-8,Does not apply,4063
E05013932,Coombe Hill,1,"1. Managers, directors and senior officials",781
E05013932,Coombe Hill,2,2. Professional occupations,1035
E05013932,Coombe Hill,3,3. Associate professional and technical occupations,471
E05013932,Coombe Hill,4,4. Administrative and secretarial occupations,252
E05013932,Coombe Hill,5,5. Skilled trades occupations,160
E05013932,Coombe Hill,6,"6. Caring, leisure and other service occupations",228
E05013932,Coombe Hill,7,7. Sales and customer service occupations,159
E05013932,Coombe Hill,8,"8. Process, plant and machine operatives",96
E05013932,Coombe Hill,9,9. Elementary occupations,172
E05013933,Coombe Vale,-8,Does not apply,5323
E05013933,Coombe Vale,1,"1. Managers, directors and senior officials",949
E05013933,Coombe Vale,2,2. Professional occupations,1694
E05013933,Coombe Vale,3,3. Associate professional and technical occupations,758
E05013933,Coombe Vale,4,4. Administrative and secretarial occupations,443
E05013933,Coombe Vale,5,5. Skilled trades occupations,293
E05013933,Coombe Vale,6,"6. Caring, leisure and other service occupations",307
E05013933,Coombe Vale,7,7. Sales and customer service occupations,316
E05013933,Coombe Vale,8,"8. Process, plant and machine operatives",126
E05013933,Coombe Vale,9,9. Elementary occupations,245
E05013934,Green Lane & St James,-8,Does not apply,3946
E05013934,Green Lane & St James,1,"1. Managers, directors and senior officials",517
E05013934,Green Lane & St James,2,2. Professional occupations,773
E05013934,Green Lane & St James,3,3. Associate professional and technical occupations,425
E05013934,Green Lane & St James,4,4. Administrative and secretarial occupations,271
E05013934,Green Lane & St James,5,5. Skilled trades occupations,235
E05013934,Green Lane & St James,6,"6. Caring, leisure and other service occupations",262
E05013934,Green Lane & St James,7,7. Sales and customer service occupations,262
E05013934,Green Lane & St James,8,"8. Process, plant and machine operatives",131
E05013934,Green Lane & St James,9,9. Elementary occupations,230
E05013935,Hook & Chessington North,-8,Does not apply,5472
E05013935,Hook & Chessington North,1,"1. Managers, directors and senior officials",745
E05013935,Hook & Chessington North,2,2. Professional occupations,1081
E05013935,Hook & Chessington North,3,3. Associate professional and technical occupations,772
E05013935,Hook & Chessington North,4,4. Administrative and secretarial occupations,635
E05013935,Hook & Chessington North,5,5. Skilled trades occupations,645
E05013935,Hook & Chessington North,6,"6. Caring, leisure and other service occupations",547
E05013935,Hook & Chessington North,7,7. Sales and customer service occupations,389
E05013935,Hook & Chessington North,8,"8. Process, plant and machine operatives",309
E05013935,Hook & Chessington North,9,9. Elementary occupations,515
E05013936,King George's & Sunray,-8,Does not apply,2815
E05013936,King George's & Sunray,1,"1. Managers, directors and senior officials",334
E05013936,King George's & Sunray,2,2. Professional occupations,535
E05013936,King George's & Sunray,3,3. Associate professional and technical occupations,316
E05013936,King George's & Sunray,4,4. Administrative and secretarial occupations,302
E05013936,King George's & Sunray,5,5. Skilled trades occupations,326
E05013936,King George's & Sunray,6,"6. Caring, leisure and other service occupations",291
E05013936,King George's & Sunray,7,7. Sales and customer service occupations,263
E05013936,King George's & Sunray,8,"8. Process, plant and machine operatives",143
E05013936,King George's & Sunray,9,9. Elementary occupations,279
E05013937,Kingston Gate,-8,Does not apply,5344
E05013937,Kingston Gate,1,"1. Managers, directors and senior officials",1110
E05013937,Kingston Gate,2,2. Professional occupations,1816
E05013937,Kingston Gate,3,3. Associate professional and technical occupations,949
E05013937,Kingston Gate,4,4. Administrative and secretarial occupations,382
E05013937,Kingston Gate,5,5. Skilled trades occupations,245
E05013937,Kingston Gate,6,"6. Caring, leisure and other service occupations",320
E05013937,Kingston Gate,7,7. Sales and customer service occupations,273
E05013937,Kingston Gate,8,"8. Process, plant and machine operatives",115
E05013937,Kingston Gate,9,9. Elementary occupations,271
E05013938,Kingston Town,-8,Does not apply,5221
E05013938,Kingston Town,1,"1. Managers, directors and senior officials",899
E05013938,Kingston Town,2,2. Professional occupations,1473
E05013938,Kingston Town,3,3. Associate professional and technical occupations,911
E05013938,Kingston Town,4,4. Administrative and secretarial occupations,314
E05013938,Kingston Town,5,5. Skilled trades occupations,285
E05013938,Kingston Town,6,"6. Caring, leisure and other service occupations",325
E05013938,Kingston Town,7,7. Sales and customer service occupations,370
E05013938,Kingston Town,8,"8. Process, plant and machine operatives",125
E05013938,Kingston Town,9,9. Elementary occupations,366
E05013939,Motspur Park & Old Malden East,-8,Does not apply,3552
E05013939,Motspur Park & Old Malden East,1,"1. Managers, directors and senior officials",611
E05013939,Motspur Park & Old Malden East,2,2. Professional occupations,956
E05013939,Motspur Park & Old Malden East,3,3. Associate professional and technical occupations,494
E05013939,Motspur Park & Old Malden East,4,4. Administrative and secretarial occupations,357
E05013939,Motspur Park & Old Malden East,5,5. Skilled trades occupations,267
E05013939,Motspur Park & Old Malden East,6,"6. Caring, leisure and other service occupations",223
E05013939,Motspur Park & Old Malden East,7,7. Sales and customer service occupations,226
E05013939,Motspur Park & Old Malden East,8,"8. Process, plant and machine operatives",134
E05013939,Motspur Park & Old Malden East,9,9. Elementary occupations,168
E05013940,New Malden Village,-8,Does not apply,4903
E05013940,New Malden Village,1,"1. Managers, directors and senior officials",819
E05013940,New Malden Village,2,2. Professional occupations,1390
E05013940,New Malden Village,3,3. Associate professional and technical occupations,712
E05013940,New Malden Village,4,4. Administrative and secretarial occupations,384
E05013940,New Malden Village,5,5. Skilled trades occupations,319
E05013940,New Malden Village,6,"6. Caring, leisure and other service occupations",287
E05013940,New Malden Village,7,7. Sales and customer service occupations,312
E05013940,New Malden Village,8,"8. Process, plant and machine operatives",143
E05013940,New Malden Village,9,9. Elementary occupations,313
E05013941,Norbiton,-8,Does not apply,5996
E05013941,Norbiton,1,"1. Managers, directors and senior officials",699
E05013941,Norbiton,2,2. Professional occupations,1358
E05013941,Norbiton,3,3. Associate professional and technical occupations,715
E05013941,Norbiton,4,4. Administrative and secretarial occupations,377
E05013941,Norbiton,5,5. Skilled trades occupations,397
E05013941,Norbiton,6,"6. Caring, leisure and other service occupations",483
E05013941,Norbiton,7,7. Sales and customer service occupations,430
E05013941,Norbiton,8,"8. Process, plant and machine operatives",242
E05013941,Norbiton,9,9. Elementary occupations,489
E05013942,Old Malden,-8,Does not apply,3620
E05013942,Old Malden,1,"1. Managers, directors and senior officials",569
E05013942,Old Malden,2,2. Professional occupations,737
E05013942,Old Malden,3,3. Associate professional and technical occupations,401
E05013942,Old Malden,4,4. Administrative and secretarial occupations,346
E05013942,Old Malden,5,5. Skilled trades occupations,234
E05013942,Old Malden,6,"6. Caring, leisure and other service occupations",240
E05013942,Old Malden,7,7. Sales and customer service occupations,228
E05013942,Old Malden,8,"8. Process, plant and machine operatives",131
E05013942,Old Malden,9,9. Elementary occupations,189
E05013943,St Mark's & Seething Wells,-8,Does not apply,4951
E05013943,St Mark's & Seething Wells,1,"1. Managers, directors and senior officials",1224
E05013943,St Mark's & Seething Wells,2,2. Professional occupations,2384
E05013943,St Mark's & Seething Wells,3,3. Associate professional and technical occupations,1304
E05013943,St Mark's & Seething Wells,4,4. Administrative and secretarial occupations,509
E05013943,St Mark's & Seething Wells,5,5. Skilled trades occupations,306
E05013943,St Mark's & Seething Wells,6,"6. Caring, leisure and other service occupations",328
E05013943,St Mark's & Seething Wells,7,7. Sales and customer service occupations,324
E05013943,St Mark's & Seething Wells,8,"8. Process, plant and machine operatives",147
E05013943,St Mark's & Seething Wells,9,9. Elementary occupations,333
E05013944,Surbiton Hill,-8,Does not apply,4878
E05013944,Surbiton Hill,1,"1. Managers, directors and senior officials",1000
E05013944,Surbiton Hill,2,2. Professional occupations,1786
E05013944,Surbiton Hill,3,3. Associate professional and technical occupations,1050
E05013944,Surbiton Hill,4,4. Administrative and secretarial occupations,403
E05013944,Surbiton Hill,5,5. Skilled trades occupations,333
E05013944,Surbiton Hill,6,"6. Caring, leisure and other service occupations",377
E05013944,Surbiton Hill,7,7. Sales and customer service occupations,298
E05013944,Surbiton Hill,8,"8. Process, plant and machine operatives",155
E05013944,Surbiton Hill,9,9. Elementary occupations,356
E05013945,Tolworth,-8,Does not apply,5440
E05013945,Tolworth,1,"1. Managers, directors and senior officials",896
E05013945,Tolworth,2,2. Professional occupations,1508
E05013945,Tolworth,3,3. Associate professional and technical occupations,855
E05013945,Tolworth,4,4. Administrative and secretarial occupations,480
E05013945,Tolworth,5,5. Skilled trades occupations,452
E05013945,Tolworth,6,"6. Caring, leisure and other service occupations",423
E05013945,Tolworth,7,7. Sales and customer service occupations,420
E05013945,Tolworth,8,"8. Process, plant and machine operatives",261
E05013945,Tolworth,9,9. Elementary occupations,451
E05013946,Tudor (Kingston upon Thames),-8,Does not apply,3690
E05013946,Tudor (Kingston upon Thames),1,"1. Managers, directors and senior officials",725
E05013946,Tudor (Kingston upon Thames),2,2. Professional occupations,1048
E05013946,Tudor (Kingston upon Thames),3,3. Associate professional and technical occupations,561
E05013946,Tudor (Kingston upon Thames),4,4. Administrative and secretarial occupations,279
E05013946,Tudor (Kingston upon Thames),5,5. Skilled trades occupations,137
E05013946,Tudor (Kingston upon Thames),6,"6. Caring, leisure and other service occupations",185
E05013946,Tudor (Kingston upon Thames),7,7. Sales and customer service occupations,137
E05013946,Tudor (Kingston upon Thames),8,"8. Process, plant and machine operatives",66
E05013946,Tudor (Kingston upon Thames),9,9. Elementary occupations,116
E05013967,Beam Park,-8,Does not apply,2667
E05013967,Beam Park,1,"1. Managers, directors and senior officials",196
E05013967,Beam Park,2,2. Professional occupations,377
E05013967,Beam Park,3,3. Associate professional and technical occupations,270
E05013967,Beam Park,4,4. Administrative and secretarial occupations,246
E05013967,Beam Park,5,5. Skilled trades occupations,263
E05013967,Beam Park,6,"6. Caring, leisure and other service occupations",202
E05013967,Beam Park,7,7. Sales and customer service occupations,193
E05013967,Beam Park,8,"8. Process, plant and machine operatives",193
E05013967,Beam Park,9,9. Elementary occupations,277
E05013968,Cranham,-8,Does not apply,6939
E05013968,Cranham,1,"1. Managers, directors and senior officials",914
E05013968,Cranham,2,2. Professional occupations,1380
E05013968,Cranham,3,3. Associate professional and technical occupations,965
E05013968,Cranham,4,4. Administrative and secretarial occupations,932
E05013968,Cranham,5,5. Skilled trades occupations,567
E05013968,Cranham,6,"6. Caring, leisure and other service occupations",363
E05013968,Cranham,7,7. Sales and customer service occupations,338
E05013968,Cranham,8,"8. Process, plant and machine operatives",253
E05013968,Cranham,9,9. Elementary occupations,333
E05013969,Elm Park,-8,Does not apply,8676
E05013969,Elm Park,1,"1. Managers, directors and senior officials",876
E05013969,Elm Park,2,2. Professional occupations,1478
E05013969,Elm Park,3,3. Associate professional and technical occupations,1035
E05013969,Elm Park,4,4. Administrative and secretarial occupations,1125
E05013969,Elm Park,5,5. Skilled trades occupations,898
E05013969,Elm Park,6,"6. Caring, leisure and other service occupations",671
E05013969,Elm Park,7,7. Sales and customer service occupations,549
E05013969,Elm Park,8,"8. Process, plant and machine operatives",602
E05013969,Elm Park,9,9. Elementary occupations,737
E05013970,Emerson Park,-8,Does not apply,5019
E05013970,Emerson Park,1,"1. Managers, directors and senior officials",908
E05013970,Emerson Park,2,2. Professional occupations,1069
E05013970,Emerson Park,3,3. Associate professional and technical occupations,574
E05013970,Emerson Park,4,4. Administrative and secretarial occupations,692
E05013970,Emerson Park,5,5. Skilled trades occupations,340
E05013970,Emerson Park,6,"6. Caring, leisure and other service occupations",265
E05013970,Emerson Park,7,7. Sales and customer service occupations,233
E05013970,Emerson Park,8,"8. Process, plant and machine operatives",199
E05013970,Emerson Park,9,9. Elementary occupations,237
E05013971,Gooshays,-8,Does not apply,9793
E05013971,Gooshays,1,"1. Managers, directors and senior officials",772
E05013971,Gooshays,2,2. Professional occupations,1275
E05013971,Gooshays,3,3. Associate professional and technical occupations,872
E05013971,Gooshays,4,4. Administrative and secretarial occupations,853
E05013971,Gooshays,5,5. Skilled trades occupations,1122
E05013971,Gooshays,6,"6. Caring, leisure and other service occupations",887
E05013971,Gooshays,7,7. Sales and customer service occupations,623
E05013971,Gooshays,8,"8. Process, plant and machine operatives",634
E05013971,Gooshays,9,9. Elementary occupations,948
E05013972,Hacton,-8,Does not apply,4314
E05013972,Hacton,1,"1. Managers, directors and senior officials",501
E05013972,Hacton,2,2. Professional occupations,838
E05013972,Hacton,3,3. Associate professional and technical occupations,597
E05013972,Hacton,4,4. Administrative and secretarial occupations,658
E05013972,Hacton,5,5. Skilled trades occupations,474
E05013972,Hacton,6,"6. Caring, leisure and other service occupations",340
E05013972,Hacton,7,7. Sales and customer service occupations,250
E05013972,Hacton,8,"8. Process, plant and machine operatives",231
E05013972,Hacton,9,9. Elementary occupations,283
E05013973,Harold Wood,-8,Does not apply,6775
E05013973,Harold Wood,1,"1. Managers, directors and senior officials",912
E05013973,Harold Wood,2,2. Professional occupations,1661
E05013973,Harold Wood,3,3. Associate professional and technical occupations,1067
E05013973,Harold Wood,4,4. Administrative and secretarial occupations,937
E05013973,Harold Wood,5,5. Skilled trades occupations,719
E05013973,Harold Wood,6,"6. Caring, leisure and other service occupations",503
E05013973,Harold Wood,7,7. Sales and customer service occupations,402
E05013973,Harold Wood,8,"8. Process, plant and machine operatives",380
E05013973,Harold Wood,9,9. Elementary occupations,451
E05013974,Havering-atte-Bower,-8,Does not apply,9017
E05013974,Havering-atte-Bower,1,"1. Managers, directors and senior officials",830
E05013974,Havering-atte-Bower,2,2. Professional occupations,1091
E05013974,Havering-atte-Bower,3,3. Associate professional and technical occupations,878
E05013974,Havering-atte-Bower,4,4. Administrative and secretarial occupations,892
E05013974,Havering-atte-Bower,5,5. Skilled trades occupations,1067
E05013974,Havering-atte-Bower,6,"6. Caring, leisure and other service occupations",749
E05013974,Havering-atte-Bower,7,7. Sales and customer service occupations,562
E05013974,Havering-atte-Bower,8,"8. Process, plant and machine operatives",567
E05013974,Havering-atte-Bower,9,9. Elementary occupations,722
E05013975,Heaton (Havering),-8,Does not apply,9726
E05013975,Heaton (Havering),1,"1. Managers, directors and senior officials",692
E05013975,Heaton (Havering),2,2. Professional occupations,1122
E05013975,Heaton (Havering),3,3. Associate professional and technical occupations,759
E05013975,Heaton (Havering),4,4. Administrative and secretarial occupations,810
E05013975,Heaton (Havering),5,5. Skilled trades occupations,1019
E05013975,Heaton (Havering),6,"6. Caring, leisure and other service occupations",884
E05013975,Heaton (Havering),7,7. Sales and customer service occupations,626
E05013975,Heaton (Havering),8,"8. Process, plant and machine operatives",612
E05013975,Heaton (Havering),9,9. Elementary occupations,961
E05013976,Hylands & Harrow Lodge,-8,Does not apply,6935
E05013976,Hylands & Harrow Lodge,1,"1. Managers, directors and senior officials",877
E05013976,Hylands & Harrow Lodge,2,2. Professional occupations,1321
E05013976,Hylands & Harrow Lodge,3,3. Associate professional and technical occupations,1015
E05013976,Hylands & Harrow Lodge,4,4. Administrative and secretarial occupations,1032
E05013976,Hylands & Harrow Lodge,5,5. Skilled trades occupations,740
E05013976,Hylands & Harrow Lodge,6,"6. Caring, leisure and other service occupations",505
E05013976,Hylands & Harrow Lodge,7,7. Sales and customer service occupations,435
E05013976,Hylands & Harrow Lodge,8,"8. Process, plant and machine operatives",429
E05013976,Hylands & Harrow Lodge,9,9. Elementary occupations,469
E05013977,Marshalls & Rise Park,-8,Does not apply,6861
E05013977,Marshalls & Rise Park,1,"1. Managers, directors and senior officials",913
E05013977,Marshalls & Rise Park,2,2. Professional occupations,1264
E05013977,Marshalls & Rise Park,3,3. Associate professional and technical occupations,862
E05013977,Marshalls & Rise Park,4,4. Administrative and secretarial occupations,817
E05013977,Marshalls & Rise Park,5,5. Skilled trades occupations,676
E05013977,Marshalls & Rise Park,6,"6. Caring, leisure and other service occupations",435
E05013977,Marshalls & Rise Park,7,7. Sales and customer service occupations,371
E05013977,Marshalls & Rise Park,8,"8. Process, plant and machine operatives",337
E05013977,Marshalls & Rise Park,9,9. Elementary occupations,416
E05013978,Mawneys,-8,Does not apply,7682
E05013978,Mawneys,1,"1. Managers, directors and senior officials",729
E05013978,Mawneys,2,2. Professional occupations,1138
E05013978,Mawneys,3,3. Associate professional and technical occupations,863
E05013978,Mawneys,4,4. Administrative and secretarial occupations,905
E05013978,Mawneys,5,5. Skilled trades occupations,963
E05013978,Mawneys,6,"6. Caring, leisure and other service occupations",597
E05013978,Mawneys,7,7. Sales and customer service occupations,473
E05013978,Mawneys,8,"8. Process, plant and machine operatives",485
E05013978,Mawneys,9,9. Elementary occupations,642
E05013979,Rainham & Wennington,-8,Does not apply,7254
E05013979,Rainham & Wennington,1,"1. Managers, directors and senior officials",679
E05013979,Rainham & Wennington,2,2. Professional occupations,970
E05013979,Rainham & Wennington,3,3. Associate professional and technical occupations,718
E05013979,Rainham & Wennington,4,4. Administrative and secretarial occupations,885
E05013979,Rainham & Wennington,5,5. Skilled trades occupations,810
E05013979,Rainham & Wennington,6,"6. Caring, leisure and other service occupations",546
E05013979,Rainham & Wennington,7,7. Sales and customer service occupations,453
E05013979,Rainham & Wennington,8,"8. Process, plant and machine operatives",562
E05013979,Rainham & Wennington,9,9. Elementary occupations,690
E05013980,Rush Green & Crowlands,-8,Does not apply,8223
E05013980,Rush Green & Crowlands,1,"1. Managers, directors and senior officials",806
E05013980,Rush Green & Crowlands,2,2. Professional occupations,1745
E05013980,Rush Green & Crowlands,3,3. Associate professional and technical occupations,917
E05013980,Rush Green & Crowlands,4,4. Administrative and secretarial occupations,936
E05013980,Rush Green & Crowlands,5,5. Skilled trades occupations,882
E05013980,Rush Green & Crowlands,6,"6. Caring, leisure and other service occupations",664
E05013980,Rush Green & Crowlands,7,7. Sales and customer service occupations,564
E05013980,Rush Green & Crowlands,8,"8. Process, plant and machine operatives",506
E05013980,Rush Green & Crowlands,9,9. Elementary occupations,778
E05013981,St Alban's,-8,Does not apply,4264
E05013981,St Alban's,1,"1. Managers, directors and senior officials",489
E05013981,St Alban's,2,2. Professional occupations,918
E05013981,St Alban's,3,3. Associate professional and technical occupations,582
E05013981,St Alban's,4,4. Administrative and secretarial occupations,528
E05013981,St Alban's,5,5. Skilled trades occupations,514
E05013981,St Alban's,6,"6. Caring, leisure and other service occupations",383
E05013981,St Alban's,7,7. Sales and customer service occupations,302
E05013981,St Alban's,8,"8. Process, plant and machine operatives",296
E05013981,St Alban's,9,9. Elementary occupations,463
E05013982,St Andrew's (Havering),-8,Does not apply,7458
E05013982,St Andrew's (Havering),1,"1. Managers, directors and senior officials",923
E05013982,St Andrew's (Havering),2,2. Professional occupations,1416
E05013982,St Andrew's (Havering),3,3. Associate professional and technical occupations,1114
E05013982,St Andrew's (Havering),4,4. Administrative and secretarial occupations,1090
E05013982,St Andrew's (Havering),5,5. Skilled trades occupations,839
E05013982,St Andrew's (Havering),6,"6. Caring, leisure and other service occupations",478
E05013982,St Andrew's (Havering),7,7. Sales and customer service occupations,433
E05013982,St Andrew's (Havering),8,"8. Process, plant and machine operatives",439
E05013982,St Andrew's (Havering),9,9. Elementary occupations,462
E05013983,St Edward's,-8,Does not apply,5066
E05013983,St Edward's,1,"1. Managers, directors and senior officials",673
E05013983,St Edward's,2,2. Professional occupations,1252
E05013983,St Edward's,3,3. Associate professional and technical occupations,773
E05013983,St Edward's,4,4. Administrative and secretarial occupations,647
E05013983,St Edward's,5,5. Skilled trades occupations,514
E05013983,St Edward's,6,"6. Caring, leisure and other service occupations",432
E05013983,St Edward's,7,7. Sales and customer service occupations,289
E05013983,St Edward's,8,"8. Process, plant and machine operatives",319
E05013983,St Edward's,9,9. Elementary occupations,458
E05013984,South Hornchurch,-8,Does not apply,5763
E05013984,South Hornchurch,1,"1. Managers, directors and senior officials",542
E05013984,South Hornchurch,2,2. Professional occupations,793
E05013984,South Hornchurch,3,3. Associate professional and technical occupations,588
E05013984,South Hornchurch,4,4. Administrative and secretarial occupations,693
E05013984,South Hornchurch,5,5. Skilled trades occupations,655
E05013984,South Hornchurch,6,"6. Caring, leisure and other service occupations",486
E05013984,South Hornchurch,7,7. Sales and customer service occupations,377
E05013984,South Hornchurch,8,"8. Process, plant and machine operatives",416
E05013984,South Hornchurch,9,9. Elementary occupations,571
E05013985,Squirrels Heath,-8,Does not apply,7734
E05013985,Squirrels Heath,1,"1. Managers, directors and senior officials",1149
E05013985,Squirrels Heath,2,2. Professional occupations,1783
E05013985,Squirrels Heath,3,3. Associate professional and technical occupations,1199
E05013985,Squirrels Heath,4,4. Administrative and secretarial occupations,1063
E05013985,Squirrels Heath,5,5. Skilled trades occupations,748
E05013985,Squirrels Heath,6,"6. Caring, leisure and other service occupations",536
E05013985,Squirrels Heath,7,7. Sales and customer service occupations,422
E05013985,Squirrels Heath,8,"8. Process, plant and machine operatives",383
E05013985,Squirrels Heath,9,9. Elementary occupations,498
E05013986,Upminster,-8,Does not apply,7100
E05013986,Upminster,1,"1. Managers, directors and senior officials",1057
E05013986,Upminster,2,2. Professional occupations,1447
E05013986,Upminster,3,3. Associate professional and technical occupations,1069
E05013986,Upminster,4,4. Administrative and secretarial occupations,960
E05013986,Upminster,5,5. Skilled trades occupations,565
E05013986,Upminster,6,"6. Caring, leisure and other service occupations",365
E05013986,Upminster,7,7. Sales and customer service occupations,267
E05013986,Upminster,8,"8. Process, plant and machine operatives",216
E05013986,Upminster,9,9. Elementary occupations,299
E05013987,Beckenham Town & Copers Cope,-8,Does not apply,7372
E05013987,Beckenham Town & Copers Cope,1,"1. Managers, directors and senior officials",1701
E05013987,Beckenham Town & Copers Cope,2,2. Professional occupations,2710
E05013987,Beckenham Town & Copers Cope,3,3. Associate professional and technical occupations,1606
E05013987,Beckenham Town & Copers Cope,4,4. Administrative and secretarial occupations,865
E05013987,Beckenham Town & Copers Cope,5,5. Skilled trades occupations,523
E05013987,Beckenham Town & Copers Cope,6,"6. Caring, leisure and other service occupations",515
E05013987,Beckenham Town & Copers Cope,7,7. Sales and customer service occupations,395
E05013987,Beckenham Town & Copers Cope,8,"8. Process, plant and machine operatives",239
E05013987,Beckenham Town & Copers Cope,9,9. Elementary occupations,439
E05013988,Bickley & Sundridge,-8,Does not apply,9143
E05013988,Bickley & Sundridge,1,"1. Managers, directors and senior officials",1860
E05013988,Bickley & Sundridge,2,2. Professional occupations,2583
E05013988,Bickley & Sundridge,3,3. Associate professional and technical occupations,1428
E05013988,Bickley & Sundridge,4,4. Administrative and secretarial occupations,929
E05013988,Bickley & Sundridge,5,5. Skilled trades occupations,479
E05013988,Bickley & Sundridge,6,"6. Caring, leisure and other service occupations",423
E05013988,Bickley & Sundridge,7,7. Sales and customer service occupations,381
E05013988,Bickley & Sundridge,8,"8. Process, plant and machine operatives",222
E05013988,Bickley & Sundridge,9,9. Elementary occupations,316
E05013989,Biggin Hill,-8,Does not apply,5532
E05013989,Biggin Hill,1,"1. Managers, directors and senior officials",785
E05013989,Biggin Hill,2,2. Professional occupations,902
E05013989,Biggin Hill,3,3. Associate professional and technical occupations,834
E05013989,Biggin Hill,4,4. Administrative and secretarial occupations,666
E05013989,Biggin Hill,5,5. Skilled trades occupations,694
E05013989,Biggin Hill,6,"6. Caring, leisure and other service occupations",484
E05013989,Biggin Hill,7,7. Sales and customer service occupations,345
E05013989,Biggin Hill,8,"8. Process, plant and machine operatives",254
E05013989,Biggin Hill,9,9. Elementary occupations,322
E05013990,Bromley Common & Holwood,-8,Does not apply,9430
E05013990,Bromley Common & Holwood,1,"1. Managers, directors and senior officials",1595
E05013990,Bromley Common & Holwood,2,2. Professional occupations,2375
E05013990,Bromley Common & Holwood,3,3. Associate professional and technical occupations,1496
E05013990,Bromley Common & Holwood,4,4. Administrative and secretarial occupations,1048
E05013990,Bromley Common & Holwood,5,5. Skilled trades occupations,827
E05013990,Bromley Common & Holwood,6,"6. Caring, leisure and other service occupations",637
E05013990,Bromley Common & Holwood,7,7. Sales and customer service occupations,506
E05013990,Bromley Common & Holwood,8,"8. Process, plant and machine operatives",357
E05013990,Bromley Common & Holwood,9,9. Elementary occupations,510
E05013991,Bromley Town,-8,Does not apply,7152
E05013991,Bromley Town,1,"1. Managers, directors and senior officials",1337
E05013991,Bromley Town,2,2. Professional occupations,2694
E05013991,Bromley Town,3,3. Associate professional and technical occupations,1367
E05013991,Bromley Town,4,4. Administrative and secretarial occupations,817
E05013991,Bromley Town,5,5. Skilled trades occupations,547
E05013991,Bromley Town,6,"6. Caring, leisure and other service occupations",439
E05013991,Bromley Town,7,7. Sales and customer service occupations,366
E05013991,Bromley Town,8,"8. Process, plant and machine operatives",227
E05013991,Bromley Town,9,9. Elementary occupations,455
E05013992,Chelsfield,-8,Does not apply,5840
E05013992,Chelsfield,1,"1. Managers, directors and senior officials",1028
E05013992,Chelsfield,2,2. Professional occupations,1538
E05013992,Chelsfield,3,3. Associate professional and technical occupations,836
E05013992,Chelsfield,4,4. Administrative and secretarial occupations,629
E05013992,Chelsfield,5,5. Skilled trades occupations,398
E05013992,Chelsfield,6,"6. Caring, leisure and other service occupations",323
E05013992,Chelsfield,7,7. Sales and customer service occupations,251
