Electoral wards and divisions Code,Electoral wards and divisions,Passports held (27 categories) Code,Passports held (27 categories),Observation
E05014092,Woolwich Arsenal,-8,Does not apply,0
E05014092,Woolwich Arsenal,1,Europe: United Kingdom,7004
E05014092,Woolwich Arsenal,2,Europe: Ireland,163
E05014092,Woolwich Arsenal,3,Europe: Other Europe: EU Member countries: France,147
E05014092,Woolwich Arsenal,4,Europe: Other Europe: EU Member countries: Germany,82
E05014092,Woolwich Arsenal,5,Europe: Other Europe: EU Member countries: Italy,288
E05014092,Woolwich Arsenal,6,Europe: Other Europe: EU Member countries: Portugal,232
E05014092,Woolwich Arsenal,7,Europe: Other Europe: EU Member countries: Spain,199
E05014092,Woolwich Arsenal,8,Europe: Other Europe: EU Member countries: Lithuania,236
E05014092,Woolwich Arsenal,9,Europe: Other Europe: EU Member countries: Poland,244
E05014092,Woolwich Arsenal,10,Europe: Other Europe: EU Member countries: Romania,296
E05014092,Woolwich Arsenal,11,Europe: Other Europe: EU Member countries: Other EU countries,653
E05014092,Woolwich Arsenal,12,Europe: Other Europe: Rest of Europe: Turkey,41
E05014092,Woolwich Arsenal,13,Europe: Other Europe: Rest of Europe: Other Europe,145
E05014092,Woolwich Arsenal,14,Africa: North Africa,29
E05014092,Woolwich Arsenal,15,Africa: Central and Western Africa,368
E05014092,Woolwich Arsenal,16,Africa: South and Eastern Africa,103
E05014092,Woolwich Arsenal,17,Middle East and Asia: Middle East,23
E05014092,Woolwich Arsenal,18,Middle East and Asia: Eastern Asia,193
E05014092,Woolwich Arsenal,19,Middle East and Asia: Southern Asia,543
E05014092,Woolwich Arsenal,20,Middle East and Asia: South-East Asia,119
E05014092,Woolwich Arsenal,21,Middle East and Asia: Central Asia,15
E05014092,Woolwich Arsenal,22,The Americas and the Caribbean: North America and the Caribbean,127
E05014092,Woolwich Arsenal,23,The Americas and the Caribbean: Central and South America,125
E05014092,Woolwich Arsenal,24,"Antarctica and Oceania, including Australasia",74
E05014092,Woolwich Arsenal,25,British Overseas Territories,0
E05014092,Woolwich Arsenal,26,No passport held,657
E05014093,Woolwich Common,-8,Does not apply,0
E05014093,Woolwich Common,1,Europe: United Kingdom,8043
E05014093,Woolwich Common,2,Europe: Ireland,109
E05014093,Woolwich Common,3,Europe: Other Europe: EU Member countries: France,74
E05014093,Woolwich Common,4,Europe: Other Europe: EU Member countries: Germany,74
E05014093,Woolwich Common,5,Europe: Other Europe: EU Member countries: Italy,177
E05014093,Woolwich Common,6,Europe: Other Europe: EU Member countries: Portugal,160
E05014093,Woolwich Common,7,Europe: Other Europe: EU Member countries: Spain,114
E05014093,Woolwich Common,8,Europe: Other Europe: EU Member countries: Lithuania,143
E05014093,Woolwich Common,9,Europe: Other Europe: EU Member countries: Poland,118
E05014093,Woolwich Common,10,Europe: Other Europe: EU Member countries: Romania,346
E05014093,Woolwich Common,11,Europe: Other Europe: EU Member countries: Other EU countries,487
E05014093,Woolwich Common,12,Europe: Other Europe: Rest of Europe: Turkey,6
E05014093,Woolwich Common,13,Europe: Other Europe: Rest of Europe: Other Europe,64
E05014093,Woolwich Common,14,Africa: North Africa,11
E05014093,Woolwich Common,15,Africa: Central and Western Africa,428
E05014093,Woolwich Common,16,Africa: South and Eastern Africa,60
E05014093,Woolwich Common,17,Middle East and Asia: Middle East,5
E05014093,Woolwich Common,18,Middle East and Asia: Eastern Asia,69
E05014093,Woolwich Common,19,Middle East and Asia: Southern Asia,625
E05014093,Woolwich Common,20,Middle East and Asia: South-East Asia,86
E05014093,Woolwich Common,21,Middle East and Asia: Central Asia,0
E05014093,Woolwich Common,22,The Americas and the Caribbean: North America and the Caribbean,67
E05014093,Woolwich Common,23,The Americas and the Caribbean: Central and South America,45
E05014093,Woolwich Common,24,"Antarctica and Oceania, including Australasia",18
E05014093,Woolwich Common,25,British Overseas Territories,0
E05014093,Woolwich Common,26,No passport held,1359
E05014094,Woolwich Dockyard,-8,Does not apply,0
E05014094,Woolwich Dockyard,1,Europe: United Kingdom,7465
E05014094,Woolwich Dockyard,2,Europe: Ireland,92
E05014094,Woolwich Dockyard,3,Europe: Other Europe: EU Member countries: France,109
E05014094,Woolwich Dockyard,4,Europe: Other Europe: EU Member countries: Germany,77
E05014094,Woolwich Dockyard,5,Europe: Other Europe: EU Member countries: Italy,171
E05014094,Woolwich Dockyard,6,Europe: Other Europe: EU Member countries: Portugal,136
E05014094,Woolwich Dockyard,7,Europe: Other Europe: EU Member countries: Spain,127
E05014094,Woolwich Dockyard,8,Europe: Other Europe: EU Member countries: Lithuania,110
E05014094,Woolwich Dockyard,9,Europe: Other Europe: EU Member countries: Poland,115
E05014094,Woolwich Dockyard,10,Europe: Other Europe: EU Member countries: Romania,267
E05014094,Woolwich Dockyard,11,Europe: Other Europe: EU Member countries: Other EU countries,476
E05014094,Woolwich Dockyard,12,Europe: Other Europe: Rest of Europe: Turkey,17
E05014094,Woolwich Dockyard,13,Europe: Other Europe: Rest of Europe: Other Europe,77
E05014094,Woolwich Dockyard,14,Africa: North Africa,16
E05014094,Woolwich Dockyard,15,Africa: Central and Western Africa,576
E05014094,Woolwich Dockyard,16,Africa: South and Eastern Africa,96
E05014094,Woolwich Dockyard,17,Middle East and Asia: Middle East,16
E05014094,Woolwich Dockyard,18,Middle East and Asia: Eastern Asia,95
E05014094,Woolwich Dockyard,19,Middle East and Asia: Southern Asia,325
E05014094,Woolwich Dockyard,20,Middle East and Asia: South-East Asia,76
E05014094,Woolwich Dockyard,21,Middle East and Asia: Central Asia,3
E05014094,Woolwich Dockyard,22,The Americas and the Caribbean: North America and the Caribbean,42
E05014094,Woolwich Dockyard,23,The Americas and the Caribbean: Central and South America,37
E05014094,Woolwich Dockyard,24,"Antarctica and Oceania, including Australasia",23
E05014094,Woolwich Dockyard,25,British Overseas Territories,0
E05014094,Woolwich Dockyard,26,No passport held,1148
E05014095,Brixton Acre Lane,-8,Does not apply,0
E05014095,Brixton Acre Lane,1,Europe: United Kingdom,11640
E05014095,Brixton Acre Lane,2,Europe: Ireland,316
E05014095,Brixton Acre Lane,3,Europe: Other Europe: EU Member countries: France,220
E05014095,Brixton Acre Lane,4,Europe: Other Europe: EU Member countries: Germany,83
E05014095,Brixton Acre Lane,5,Europe: Other Europe: EU Member countries: Italy,283
E05014095,Brixton Acre Lane,6,Europe: Other Europe: EU Member countries: Portugal,236
E05014095,Brixton Acre Lane,7,Europe: Other Europe: EU Member countries: Spain,308
E05014095,Brixton Acre Lane,8,Europe: Other Europe: EU Member countries: Lithuania,19
E05014095,Brixton Acre Lane,9,Europe: Other Europe: EU Member countries: Poland,114
E05014095,Brixton Acre Lane,10,Europe: Other Europe: EU Member countries: Romania,47
E05014095,Brixton Acre Lane,11,Europe: Other Europe: EU Member countries: Other EU countries,273
E05014095,Brixton Acre Lane,12,Europe: Other Europe: Rest of Europe: Turkey,12
E05014095,Brixton Acre Lane,13,Europe: Other Europe: Rest of Europe: Other Europe,43
E05014095,Brixton Acre Lane,14,Africa: North Africa,2
E05014095,Brixton Acre Lane,15,Africa: Central and Western Africa,124
E05014095,Brixton Acre Lane,16,Africa: South and Eastern Africa,70
E05014095,Brixton Acre Lane,17,Middle East and Asia: Middle East,9
E05014095,Brixton Acre Lane,18,Middle East and Asia: Eastern Asia,42
E05014095,Brixton Acre Lane,19,Middle East and Asia: Southern Asia,59
E05014095,Brixton Acre Lane,20,Middle East and Asia: South-East Asia,36
E05014095,Brixton Acre Lane,21,Middle East and Asia: Central Asia,3
E05014095,Brixton Acre Lane,22,The Americas and the Caribbean: North America and the Caribbean,225
E05014095,Brixton Acre Lane,23,The Americas and the Caribbean: Central and South America,143
E05014095,Brixton Acre Lane,24,"Antarctica and Oceania, including Australasia",189
E05014095,Brixton Acre Lane,25,British Overseas Territories,2
E05014095,Brixton Acre Lane,26,No passport held,749
E05014096,Brixton North,-8,Does not apply,0
E05014096,Brixton North,1,Europe: United Kingdom,11267
E05014096,Brixton North,2,Europe: Ireland,186
E05014096,Brixton North,3,Europe: Other Europe: EU Member countries: France,205
E05014096,Brixton North,4,Europe: Other Europe: EU Member countries: Germany,106
E05014096,Brixton North,5,Europe: Other Europe: EU Member countries: Italy,282
E05014096,Brixton North,6,Europe: Other Europe: EU Member countries: Portugal,1109
E05014096,Brixton North,7,Europe: Other Europe: EU Member countries: Spain,594
E05014096,Brixton North,8,Europe: Other Europe: EU Member countries: Lithuania,42
E05014096,Brixton North,9,Europe: Other Europe: EU Member countries: Poland,126
E05014096,Brixton North,10,Europe: Other Europe: EU Member countries: Romania,42
E05014096,Brixton North,11,Europe: Other Europe: EU Member countries: Other EU countries,282
E05014096,Brixton North,12,Europe: Other Europe: Rest of Europe: Turkey,13
E05014096,Brixton North,13,Europe: Other Europe: Rest of Europe: Other Europe,48
E05014096,Brixton North,14,Africa: North Africa,26
E05014096,Brixton North,15,Africa: Central and Western Africa,328
E05014096,Brixton North,16,Africa: South and Eastern Africa,71
E05014096,Brixton North,17,Middle East and Asia: Middle East,16
E05014096,Brixton North,18,Middle East and Asia: Eastern Asia,78
E05014096,Brixton North,19,Middle East and Asia: Southern Asia,72
E05014096,Brixton North,20,Middle East and Asia: South-East Asia,54
E05014096,Brixton North,21,Middle East and Asia: Central Asia,8
E05014096,Brixton North,22,The Americas and the Caribbean: North America and the Caribbean,269
E05014096,Brixton North,23,The Americas and the Caribbean: Central and South America,240
E05014096,Brixton North,24,"Antarctica and Oceania, including Australasia",79
E05014096,Brixton North,25,British Overseas Territories,1
E05014096,Brixton North,26,No passport held,782
E05014097,Brixton Rush Common,-8,Does not apply,0
E05014097,Brixton Rush Common,1,Europe: United Kingdom,10912
E05014097,Brixton Rush Common,2,Europe: Ireland,212
E05014097,Brixton Rush Common,3,Europe: Other Europe: EU Member countries: France,220
E05014097,Brixton Rush Common,4,Europe: Other Europe: EU Member countries: Germany,76
E05014097,Brixton Rush Common,5,Europe: Other Europe: EU Member countries: Italy,324
E05014097,Brixton Rush Common,6,Europe: Other Europe: EU Member countries: Portugal,469
E05014097,Brixton Rush Common,7,Europe: Other Europe: EU Member countries: Spain,578
E05014097,Brixton Rush Common,8,Europe: Other Europe: EU Member countries: Lithuania,29
E05014097,Brixton Rush Common,9,Europe: Other Europe: EU Member countries: Poland,127
E05014097,Brixton Rush Common,10,Europe: Other Europe: EU Member countries: Romania,40
E05014097,Brixton Rush Common,11,Europe: Other Europe: EU Member countries: Other EU countries,260
E05014097,Brixton Rush Common,12,Europe: Other Europe: Rest of Europe: Turkey,12
E05014097,Brixton Rush Common,13,Europe: Other Europe: Rest of Europe: Other Europe,53
E05014097,Brixton Rush Common,14,Africa: North Africa,17
E05014097,Brixton Rush Common,15,Africa: Central and Western Africa,208
E05014097,Brixton Rush Common,16,Africa: South and Eastern Africa,52
E05014097,Brixton Rush Common,17,Middle East and Asia: Middle East,9
E05014097,Brixton Rush Common,18,Middle East and Asia: Eastern Asia,37
E05014097,Brixton Rush Common,19,Middle East and Asia: Southern Asia,31
E05014097,Brixton Rush Common,20,Middle East and Asia: South-East Asia,28
E05014097,Brixton Rush Common,21,Middle East and Asia: Central Asia,0
E05014097,Brixton Rush Common,22,The Americas and the Caribbean: North America and the Caribbean,249
E05014097,Brixton Rush Common,23,The Americas and the Caribbean: Central and South America,246
E05014097,Brixton Rush Common,24,"Antarctica and Oceania, including Australasia",88
E05014097,Brixton Rush Common,25,British Overseas Territories,0
E05014097,Brixton Rush Common,26,No passport held,646
E05014098,Brixton Windrush,-8,Does not apply,0
E05014098,Brixton Windrush,1,Europe: United Kingdom,7183
E05014098,Brixton Windrush,2,Europe: Ireland,151
E05014098,Brixton Windrush,3,Europe: Other Europe: EU Member countries: France,130
E05014098,Brixton Windrush,4,Europe: Other Europe: EU Member countries: Germany,48
E05014098,Brixton Windrush,5,Europe: Other Europe: EU Member countries: Italy,167
E05014098,Brixton Windrush,6,Europe: Other Europe: EU Member countries: Portugal,201
E05014098,Brixton Windrush,7,Europe: Other Europe: EU Member countries: Spain,257
E05014098,Brixton Windrush,8,Europe: Other Europe: EU Member countries: Lithuania,12
E05014098,Brixton Windrush,9,Europe: Other Europe: EU Member countries: Poland,79
E05014098,Brixton Windrush,10,Europe: Other Europe: EU Member countries: Romania,15
E05014098,Brixton Windrush,11,Europe: Other Europe: EU Member countries: Other EU countries,179
E05014098,Brixton Windrush,12,Europe: Other Europe: Rest of Europe: Turkey,3
E05014098,Brixton Windrush,13,Europe: Other Europe: Rest of Europe: Other Europe,30
E05014098,Brixton Windrush,14,Africa: North Africa,15
E05014098,Brixton Windrush,15,Africa: Central and Western Africa,158
E05014098,Brixton Windrush,16,Africa: South and Eastern Africa,41
E05014098,Brixton Windrush,17,Middle East and Asia: Middle East,9
E05014098,Brixton Windrush,18,Middle East and Asia: Eastern Asia,24
E05014098,Brixton Windrush,19,Middle East and Asia: Southern Asia,28
E05014098,Brixton Windrush,20,Middle East and Asia: South-East Asia,19
E05014098,Brixton Windrush,21,Middle East and Asia: Central Asia,0
E05014098,Brixton Windrush,22,The Americas and the Caribbean: North America and the Caribbean,150
E05014098,Brixton Windrush,23,The Americas and the Caribbean: Central and South America,116
E05014098,Brixton Windrush,24,"Antarctica and Oceania, including Australasia",76
E05014098,Brixton Windrush,25,British Overseas Territories,0
E05014098,Brixton Windrush,26,No passport held,387
E05014099,Clapham Common & Abbeville,-8,Does not apply,0
E05014099,Clapham Common & Abbeville,1,Europe: United Kingdom,7806
E05014099,Clapham Common & Abbeville,2,Europe: Ireland,327
E05014099,Clapham Common & Abbeville,3,Europe: Other Europe: EU Member countries: France,195
E05014099,Clapham Common & Abbeville,4,Europe: Other Europe: EU Member countries: Germany,38
E05014099,Clapham Common & Abbeville,5,Europe: Other Europe: EU Member countries: Italy,186
E05014099,Clapham Common & Abbeville,6,Europe: Other Europe: EU Member countries: Portugal,95
E05014099,Clapham Common & Abbeville,7,Europe: Other Europe: EU Member countries: Spain,121
E05014099,Clapham Common & Abbeville,8,Europe: Other Europe: EU Member countries: Lithuania,16
E05014099,Clapham Common & Abbeville,9,Europe: Other Europe: EU Member countries: Poland,41
E05014099,Clapham Common & Abbeville,10,Europe: Other Europe: EU Member countries: Romania,32
E05014099,Clapham Common & Abbeville,11,Europe: Other Europe: EU Member countries: Other EU countries,226
E05014099,Clapham Common & Abbeville,12,Europe: Other Europe: Rest of Europe: Turkey,14
E05014099,Clapham Common & Abbeville,13,Europe: Other Europe: Rest of Europe: Other Europe,43
E05014099,Clapham Common & Abbeville,14,Africa: North Africa,3
E05014099,Clapham Common & Abbeville,15,Africa: Central and Western Africa,29
